,Day,Time,Meeting_Name,Location,Address,Region,Types
549,Tuesday,6:00 pm,RULE 62 GROUP," 43839 15TH ST WEST LANCASTER, CA 93534",43839 15th St W,LANCASTER,Open
550,Tuesday,6:00 pm,," 45 E LAUREL AVE SIERRA MADRE, CA 91024",45 E Laurel Ave,SIERRA MADRE,"Big Book, Closed, Discussion, Women"
551,Tuesday,6:00 pm,THREE TOPIC DISCUSSION," 4808 CRENSHAW BLVD CRENSHAW/LEIMERT PARK, CA 90043",4808 Crenshaw Blvd,CRENSHAW/LEIMERT PARK,Open
552,Tuesday,6:00 pm,OPEN DOOR," 509 W AVE H-8 LANCASTER, CA 93534",509 W Ave H 8,LANCASTER,"Big Book, Discussion, Newcomer, Open, Speaker, Wheelchair Access, Young People"
553,Tuesday,6:00 pm,," 5881 CHERRY AVE LONG BEACH, CA 90805",5881 Cherry Ave,LONG BEACH,"Closed, Women"
554,Tuesday,6:00 pm,LAX BIG BOOK DISCUSSION," 6700 W 83RD ST WESTCHESTER, CA 90045",6700 W 83rd St,WESTCHESTER,"Big Book, Open, Wheelchair Access"
555,Tuesday,6:00 pm,TROJAN RECOVERY," 835 W 34TH ST UNIVERSITY PARK, CA 90089",835 W 34th St,UNIVERSITY PARK,"Big Book, Discussion, Open"
556,Tuesday,6:00 pm,EARLY BIRD DISCUSION," 8728 CORBIN AVE NORTHRIDGE, CA 91324",8728 Corbin Ave,NORTHRIDGE,Closed
557,Tuesday,6:15 pm,HAPPY HOUR," 1125 N MCCADDEN PL HOLLYWOOD, CA 90038",1125 N McCadden Pl,HOLLYWOOD,"Discussion, LGBTQ, Open, Speaker, Wheelchair Access"
558,Tuesday,6:15 pm,KEEP IT SIMPLE," 123 W WINDSOR RD GLENDALE, CA 91204",123 W Windsor Rd,GLENDALE,"Open, Wheelchair Access"
559,Tuesday,6:15 pm,," 3367 GLENDALE BLVD ATWATER, CA 90039",3367 Glendale Blvd,ATWATER,"Closed, Discussion, Women"
560,Tuesday,6:30 pm,I AM BIG BOOK STUDY," 104 E AVENUE K-4 LANCASTER, CA 93535",104 E Ave K4,LANCASTER,"Big Book, Closed"
561,Tuesday,6:30 pm,," 10822 WILSHIRE BLVD WESTWOOD, CA 90024",10822 Wilshire Blvd,WESTWOOD,"Closed, Discussion, Women"
562,Tuesday,6:30 pm,LAST DRINK FIRST BREATH," 11301 WILSHIRE BLVD WEST L A, CA 90073",11301 Wilshire Blvd,WEST L A,"Discussion, Open, Speaker"
563,Tuesday,6:30 pm,CLIFF HANGERS STEP STUDY," 12000 SAN VICENTE BLVD BRENTWOOD/BEL AIR, CA 90049",12000 San Vicente Blvd,BRENTWOOD/BEL AIR,"Big Book, Closed"
564,Tuesday,6:30 pm,POWERLESS GROUP #2," 1220 2ND ST SANTA MONICA, CA 90401",1220 2nd St,SANTA MONICA,"Open, Wheelchair Access"
565,Tuesday,6:30 pm,Twelfth Step Sober Outreach," 1234 PACIFIC AVE VENICE, CA 90291",1234 Pacific Ave,VENICE,"12 Steps & 12 Traditions, Big Book, Discussion"
566,Tuesday,6:30 pm,A A PANEL," 155 BIMINI PL LOS ANGELES CENTRAL, CA 90004",155 Bimini Pl,LOS ANGELES CENTRAL,Open
567,Tuesday,6:30 pm,COME ON DOWN," 1645 ARLINGTON AVE TORRANCE, CA 90501",1645 Arlington Ave,TORRANCE,Open
568,Tuesday,6:30 pm,," 21044 SHERMAN WAY CANOGA PARK, CA 91303",21044 Sherman Way,CANOGA PARK,"Open, Women"
569,Tuesday,6:30 pm,," 22669 PACIFIC COAST HWY MALIBU, CA 90265",22669 Pacific Coast Hwy,MALIBU,"Discussion, Open, Speaker, Women"
570,Tuesday,6:30 pm,STEP STUDY," 2518 W BEVERLY BLVD MONTEBELLO, CA 90640",2518 W Beverly Blvd,MONTEBELLO,"Open, Wheelchair Access"
571,Tuesday,6:30 pm,," 2930 HYPERION AVE SILVERLAKE, CA 90027",2930 Hyperion Ave,SILVERLAKE,"Big Book, Discussion, Open, Speaker, Women"
572,Tuesday,6:30 pm,LOWELL COMPANIONS," 4459 LOWELL AVE LA CRESCENTA, CA 91042",4459 Lowell Ave,LA CRESCENTA,"Open, Wheelchair Access"
573,Tuesday,6:30 pm,STEP STUDY WORKSHOP," 510 S 2ND AVE COVINA, CA 91723",510 S 2nd Ave,COVINA,Closed
574,Tuesday,6:30 pm,CROSSTALK," 5934 TEMPLE CITY BLVD TEMPLE CITY, CA 91780",5934 Temple City Blvd,TEMPLE CITY,Open
575,Tuesday,6:30 pm,TUESDAY AFTER WORK," 626 N ROBERTSON BL WEST HOLLYWOOD, CA 90069",626 N Robertson Blvd,WEST HOLLYWOOD,"Discussion, LGBTQ, Open, Wheelchair Access"
576,Tuesday,7:00 pm,GARDENA BIG BOOK STUDY," 1025 MARINE AVE GARDENA, CA 90247",1025 Marine Ave,GARDENA,Open
577,Tuesday,7:00 pm,DESIGN FOR LIVING STEP STUDY," 1062 N FAIR OAKS AVE PASADENA, CA 91103",1062 N Fair Oaks Ave,PASADENA,Open
578,Tuesday,7:00 pm,CANYON STEP STUDY," 10824 TOPANGA CYN BLVD CHATSWORTH, CA 91311",10824 Topanga Canyon Blvd,CHATSWORTH,Closed
579,Tuesday,7:00 pm,BEGINNERS BOOK STUDY," 12355 MOORPARK ST STUDIO CITY, CA 91604",12355 Moorpark St,STUDIO CITY,Open
580,Tuesday,7:00 pm,," 1637 BUTLER AVE WEST L A, CA 90025",1637 Butler Ave,WEST L A,"Closed, Wheelchair Access, Women"
581,Tuesday,7:00 pm,JAPANESE NIHONGO SPEAKING," 1700 W 162ND ST GARDENA, CA 90247",1700 W 162nd St,GARDENA,Open
582,Tuesday,7:00 pm,," 1701 LAUREL AVE MANHATTAN BEACH, CA 90266",1701 Laurel Ave,MANHATTAN BEACH,"Open, Women"
583,Tuesday,7:00 pm,NO FRILLS AS BILL SEES IT BOOK STUDY," 1733 N NEW HAMPSHIRE AVE LOS FELIZ, CA 90027",1733 N New Hampshire Ave,LOS FELIZ,"Big Book, Closed, Discussion, Wheelchair Access"
584,Tuesday,7:00 pm,OPEN PARTICIPATION," 185 W ALTADENA DR ALTADENA, CA 91001",185 W Altadena Dr,ALTADENA,"Open, Wheelchair Access"
585,Tuesday,7:00 pm,SANTA ANITA WINNER'S CIRCLE," 1881 S 1ST AVE ARCADIA, CA 91006",1881 S 1st Ave,ARCADIA,Open
586,Tuesday,7:00 pm,RAFTERS CAME TO BELIEVE DISCUSION," 24307 RAILROAD AVE NEWHALL, CA 91321",24307 Railroad Ave,NEWHALL,Open
587,Tuesday,7:00 pm,WESTSIDE WE AGNOSTICS," 2439 WILSHIRE BLVD SANTA MONICA, CA 90403",2439 Wilshire Blvd,SANTA MONICA,"Discussion, Open, Speaker"
588,Tuesday,7:00 pm,TUESDAY TOPIC DISCUSSION," 24410 CULVERT ST WOODLAND HILLS, CA 91367",24410 Calvert St,WOODLAND HILLS,"Discussion, Open, Wheelchair Access"
589,Tuesday,7:00 pm,," 260 N PASS AVE BURBANK, CA 91505",260 N Pass Ave,BURBANK,"Big Book, Closed, Discussion, Wheelchair Access, Women"
590,Tuesday,7:00 pm,CALABASAS GROUP," 27040 MALIBU HILLD RD AGOURA, CA 91301",27040 Malibu Hills Rd,AGOURA,Open
591,Tuesday,7:00 pm,," 317 TERMINO LONG BEACH, CA 90814",317 Termino Ave,LONG BEACH,"Closed, Wheelchair Access, Women"
592,Tuesday,7:00 pm,EL SEGUNDO STEP STUDY," 339 SHELDON ST EL SEGUNDO, CA 90245",339 Sheldon St,EL SEGUNDO,"Big Book, Closed, Wheelchair Access"
593,Tuesday,7:00 pm,, 3646 Coldwaterr Canyon,3646 Coldwater Canyon Ave,STUDIO CITY,"Closed, Newcomer, Women"
594,Tuesday,7:00 pm,," 3646 NEWTON PL TORRANCE, CA 90505",3646 Newton St,TORRANCE,"Closed, Women"
595,Tuesday,7:00 pm,NEWCOMERS VARIETY," 4165 E LIVE OAK ARCADIA, CA 91006",4165 Live Oak Ave,ARCADIA,"Closed, Wheelchair Access"
596,Tuesday,7:00 pm,AS BILL SEES IT," 4428 N STEWART ST BALDWIN PARK, CA 91706",Stewart St,BALDWIN PARK,Open
597,Tuesday,7:00 pm,TUESDAY NITE LOTTO," 5056 VAN NUYS BLVD SHERMAN OAKS, CA 91403",5056 Van Nuys Blvd,SHERMAN OAKS,"Discussion, Open, Speaker"
598,Tuesday,7:00 pm,LAMP VILLAGE ACCEPTANCE," 527 S CROCKER ST LOS ANGELES DOWNTOWN, CA 90013",527 Crocker St,LOS ANGELES DOWNTOWN,Closed
599,Tuesday,7:00 pm,THERE IS A SOLUTION," 585 E COLORADO BLVD PASADENA, CA 91101",585 E Colorado Blvd,PASADENA,"Big Book, Open"
600,Tuesday,7:00 pm,3/4 HOUSE LEGACY," 637 S VICTORY BLVD BURBANK, CA 91506",637 S Victory Blvd,BURBANK,"Discussion, Newcomer, Open, Speaker, Wheelchair Access, Young People"
601,Tuesday,7:00 pm,NO NONSENSE 12&12," 7056 WASHINGTON AVE WHITTIER, CA 90602",7056 Washington Ave,WHITTIER,"Big Book, Open, Sign Language, Wheelchair Access"
602,Tuesday,7:00 pm,LEARNING TO LIVE BOOK STUDY," 7552 REMMET AVE CANOGA PARK, CA 91303",7552 Remmet Ave,CANOGA PARK,"Big Book, Open"
603,Tuesday,7:00 pm,BEGINNER'S MEETING," 7929 MELROSE AVE HOLLYWOOD WEST, CA 90046",7929 Melrose Ave,HOLLYWOOD WEST,"Discussion, LGBTQ, Newcomer, Open, Speaker, Wheelchair Access, Young People"
604,Tuesday,7:00 pm,DOWNEY BEGINNERS PARTICIPATION," 9449 E IMPERIAL HWY DOWNEY, CA 90242",9449e Imperial Hwy,DOWNEY,"Open, Wheelchair Access"
605,Tuesday,7:15 pm,," 4464 SEPULVEDA BLVD CULVER CITY, CA 90230",4464 Sepulveda Blvd,CULVER CITY,"Closed, Men"
606,Tuesday,7:30 pm,," 10005 COLE RD WHITTIER, CA 90603",10005 Cole Rd,WHITTIER,"Big Book, Closed, Men"
607,Tuesday,7:30 pm,," 1001 N ROWELL AVE MANHATTAN BEACH, CA 90266",1001 N Rowell Ave,MANHATTAN BEACH,"Closed, Women"
608,Tuesday,7:30 pm,YE OLD AA TRADITION STUDY," 1003 S BEACON ST SAN PEDRO, CA 90731",1003 S Beacon St,SAN PEDRO,"Big Book, Discussion, Open"
609,Tuesday,7:30 pm,," 10641 BURBANK BLVD NORTH HOLLYWOOD, CA 91601",10641 Burbank Blvd,NORTH HOLLYWOOD,"Discussion, LGBTQ, Men, Open, Speaker"
610,Tuesday,7:30 pm,," 10801 DOWNEY AVE DOWNEY, CA 90241",10801 Downey Ave,DOWNEY,"Big Book, Closed, Women"
611,Tuesday,7:30 pm,POSITIVE ACTION," 11166 OHIO AVE WEST L A, CA 90025",11166 Ohio Ave,WEST L A,"Discussion, Open, Speaker, Wheelchair Access"
612,Tuesday,7:30 pm,PACOIMA SPEAKER," 12502 VAN NUYS BLVD #109 PACOIMA/ARLETA, CA 91331",12502 Van Nuys Blvd #109,PACOIMA/ARLETA,Open
613,Tuesday,7:30 pm,THIS IS HOW WE DO IT," 1319 S MANHATTAN PL MID CITY, CA 90019",1319 S Manhattan Pl,MID CITY,"Discussion, Open, Speaker, Wheelchair Access"
614,Tuesday,7:30 pm,PRIME TIME," 13630 VICTORY BLVD VAN NUYS, CA 91401",13630 Victory Blvd,VAN NUYS,"Discussion, Open, Speaker"
615,Tuesday,7:30 pm,BAY CITIES SPEAKERS," 1458 26TH ST SANTA MONICA, CA 90404",1458 26th St,SANTA MONICA,Open
616,Tuesday,7:30 pm,," 151 S HILL AVE PASADENA, CA 91106",151 S Hill Ave,PASADENA,"Discussion, Open, Women"
617,Tuesday,7:30 pm,TUESDAY NIGHT STEP STUDY," 15215 SUNSET BLVD PACIFIC PALISADES, CA 90272",15215 Sunset Blvd,PACIFIC PALISADES,Closed
618,Tuesday,7:30 pm,EAGLE ROCK & A HARD PLACE," 1649 YOSEMITE DR. EAGLE ROCK, CA 90041",1649 Yosemite Dr,EAGLE ROCK,"Open, Wheelchair Access"
619,Tuesday,7:30 pm,GRATITUDE STEP STUDY," 1729 CABRILLO AVE TORRANCE, CA 90501",1729 Cabrillo Ave,TORRANCE,Open
620,Tuesday,7:30 pm,QUALITY OF LIFE DISCUSSION," 17620 SHERMAN WAY VAN NUYS, CA 91406",17620 Sherman Way,VAN NUYS,"Open, Wheelchair Access"
621,Tuesday,7:30 pm,PLUG THE JUG," 1775 CHESTNUT LONG BEACH, CA 90806",1775 Chestnut Ave,LONG BEACH,Open
622,Tuesday,7:30 pm,MISERY LOVES COMPANY," 23 W FOOTHILL BLVD ARCADIA, CA 91006",23 W Foothill Blvd,ARCADIA,Open
623,Tuesday,7:30 pm,COLLEGE GROUP," 233 W HARRISON AVE CLAREMONT, CA 91711",233 W Harrison Ave,CLAREMONT,Closed
624,Tuesday,7:30 pm,," 25815 MCBEAN PKWAY VALENCIA, CA 91355",25815 McBean Pkwy,VALENCIA,"Open, Women"
625,Tuesday,7:30 pm,," 2667 N MOORPARK RD #105 THOUSAND OAKS, CA 91360",2667 N Moorpark Rd #105,THOUSAND OAKS,"Closed, Men"
626,Tuesday,7:30 pm,RAG TAG 12&12," 2900 SUNSET BLVD SILVERLAKE, CA 90026",2900 Sunset Blvd,SILVERLAKE,"Big Book, Discussion, Open, Speaker"
627,Tuesday,7:30 pm,," 400 S BROADWAY REDONDO BEACH, CA 90277",400 S Broadway,REDONDO BEACH,"Closed, Men, Wheelchair Access"
628,Tuesday,7:30 pm,A A BIG BOOK STUDY," 4038 W MARTIN LUTHER KING JR BLVD CRENSHAW/LEIMERT PARK, CA 90008",4038 W Martin Luther King Jr Blvd,CRENSHAW/LEIMERT PARK,"Big Book, Discussion, Open, Wheelchair Access"
629,Tuesday,7:30 pm,BIG BOOK STUDY," 4117 OVERLAND AVE CULVER CITY, CA 90230",4117 Overland Ave,CULVER CITY,"Big Book, Closed, Wheelchair Access"
630,Tuesday,7:30 pm,WE AGNOSTICS SPKR PARTICIPATION," 4607 PROSPECT AVE (RODNEY) LOS FELIZ, CA 90027",4607 Prospect Ave,LOS FELIZ,"Discussion, Open, Speaker"
631,Tuesday,7:30 pm,SOBRIETY UNLIMITED," 4771 S MAIN ST LOS ANGELES SOUTH, CA 90037",4771 S Main St,LOS ANGELES SOUTH,Open
632,Tuesday,7:30 pm,A VISION OF HOPE," 4903 FOUNTAIN AVE HOLLYWOOD, CA 90027",4903 Fountain Ave,HOLLYWOOD,Open
633,Tuesday,7:30 pm,COMERCIO Q & A," 5312 COMERCIO WAY WOODLAND HILLS, CA 91364",5312 Comercio Way,WOODLAND HILLS,Open
634,Tuesday,7:30 pm,ROSES ROAD PARTICIPATION," 535 W ROSES RD SAN GABRIEL, CA 91775",535 W Roses Rd,SAN GABRIEL,Open
635,Tuesday,7:30 pm,HILLCREST GROUP," 5550 THORNBURN ST WESTCHESTER, CA 90045",5550 Thornburn St,WESTCHESTER,"Closed, Discussion, Wheelchair Access"
636,Tuesday,7:30 pm,PACIFIC GROUP SPKR DISCUSION," 5619 LINDLEY AVE TARZANA, CA 91356",5619 Lindley Ave,TARZANA,"Closed, Discussion, Speaker"
637,Tuesday,7:30 pm,52 FROM THE BIG BLUE PARTICIPATION," 5721 CRESTRIDGE RD RANCHO PALOS VERDES/ROLLING HILLS, CA 90275",5721 Crestridge Rd,RANCHO PALOS VERDES/ROLLING HILLS,Closed
638,Tuesday,7:30 pm,," 5750 W OLYMPIC BLVD MIRACLE MILE, CA 90036",5750 W Olympic Blvd,MIRACLE MILE,"Child-Friendly, Closed, Discussion, Men, Speaker"
639,Tuesday,7:30 pm,STEPS TRADITIONS CONCEPTS," 580 HILGARD AVE WESTWOOD, CA 90024",580 Hilgard Ave,WESTWOOD,"Discussion, Open, Speaker, Wheelchair Access"
640,Tuesday,7:30 pm,V A HOSPITAL GROUP," 5901 7TH ST LONG BEACH, CA 90822",5901 CA-22,LONG BEACH,Open
641,Tuesday,7:30 pm,BOTTOM'S UP TUES NIGHT PART," 600 N GAREY AVE POMONA, CA 91768",600 N Garey Ave,POMONA,"Discussion, Open"
642,Tuesday,7:30 pm,SPIRIT OF STUDIO STEP STUDY," 6006 LAUREL CANYON BL NORTH HOLLYWOOD, CA 91606",6006 Laurel Canyon Blvd,NORTH HOLLYWOOD,"Open, Wheelchair Access"
643,Tuesday,7:30 pm,BIG BOOK CANDL'T DISCUSION," 6220 CORBIN AVE TARZANA, CA 91356",6220 Corbin Ave,TARZANA,Open
644,Tuesday,7:30 pm,," 6720 MELROSE AVE HOLLYWOOD, CA 90038",6720 Melrose Ave,HOLLYWOOD,"Closed, Discussion, Speaker, Women"
645,Tuesday,7:30 pm,INSIDE JOB," 6720 MELROSE AVE HOLLYWOOD, CA 90038",6720 Melrose Ave,HOLLYWOOD,"Discussion, Newcomer, Open, Speaker, Wheelchair Access"
646,Tuesday,7:30 pm,," 700 N SUNNYSIDE AVE SIERRA MADRE, CA 91024",700 N Sunnyside Ave,SIERRA MADRE,"Closed, Men"
647,Tuesday,7:30 pm,GET REAL," 767 CALIFORNIA AVE VENICE, CA 90291",767 California Ave,VENICE,"Discussion, Open, Speaker"
648,Tuesday,7:30 pm,2ND CHANCE PARTICIPATION," 7707 FLORENCE AVE DOWNEY, CA 90240",7707 Florence Ave,DOWNEY,"Open, Wheelchair Access"
649,Tuesday,7:30 pm,," 817 W 54TH ST LOS ANGELES SOUTH, CA 90037",817 W 54th St,LOS ANGELES SOUTH,"Closed, Discussion, Speaker, Women"
650,Tuesday,7:30 pm,BIG BOOK STUDY," 8441 E FLORENCE AVE DOWNEY, CA 90241",8441 E Florence Ave,DOWNEY,Closed
651,Tuesday,7:30 pm,AS OUTLINED IN THE BOOK," 958 LINCOLN BLVD SANTA MONICA, CA 90403",958 Lincoln Blvd,SANTA MONICA,"Discussion, Open, Speaker"
652,Tuesday,7:45 pm,JOY OF LIVING B B STUDY," 510 S 2ND AVE COVINA, CA 91723",510 S 2nd Ave,COVINA,Open
653,Tuesday,8:00 pm,DAY AT A TIME SPEAKER," 1020 N BRAND AVE GLENDALE, CA 91202",1020 N Brand Blvd,GLENDALE,"Open, Speaker"
654,Tuesday,8:00 pm,12&12 STEP DISCUSSION," 1100 AVE 64 PASADENA, CA 91105",1100 Avenue 64,PASADENA,"Discussion, LGBTQ, Open"
655,Tuesday,8:00 pm,SPEAKERS," 12130 BIRCH AVE HAWTHORNE, CA 90250",12130 Birch Ave,HAWTHORNE,"Open, Speaker, Wheelchair Access"
656,Tuesday,8:00 pm,POWERLESS GROUP #3 DISCUSION," 1220 2ND ST SANTA MONICA, CA 90401",1220 2nd St,SANTA MONICA,"Open, Wheelchair Access"
657,Tuesday,8:00 pm,CHIP," 1233 E 4TH ST LONG BEACH, CA 90802",1233 W 4th St,LONG BEACH,"Discussion, Open, Wheelchair Access"
658,Tuesday,8:00 pm,TUESDAY NIGHT SPEAKERS," 12720 WASHINGTON BLVD CULVER WEST, CA 90066",12720 Washington Blvd,CULVER WEST,"Newcomer, Open"
659,Tuesday,8:00 pm,ARROYO SECO SPEAKERS," 1325 MONTEREY RD SOUTH PASADENA, CA 91030",1325 Monterey Rd,SOUTH PASADENA,"Open, Wheelchair Access"
660,Tuesday,8:00 pm,BEGINNERS BIG BOOK PARTICIPATION," 13627 VICTORY BLVD (REAR ENT) VAN NUYS, CA 91401",13627 Victory Blvd,VAN NUYS,"Big Book, Discussion, Open"
661,Tuesday,8:00 pm,WINNERS CIRCLE PARTICIPATION," 13701 HILLSBOROUGH RD LA MIRADA, CA 90638",13701 Hillsborough Dr,LA MIRADA,"Open, Wheelchair Access"
662,Tuesday,8:00 pm,SPEAKER PARTICIPATION," 1401 OLYMPIC BLVD SANTA MONICA, CA 90404",1401 Olympic Blvd,SANTA MONICA,"Discussion, LGBTQ, Open, Speaker, Wheelchair Access"
663,Tuesday,8:00 pm,FIRESIDE DISCUSSION," 1440 TOPANGA CYN BLVD TOPANGA, CA 90290",1440 N Topanga Canyon Blvd,TOPANGA,"Open, Wheelchair Access"
664,Tuesday,8:00 pm,," 14646 SHERMAN WAY VAN NUYS, CA 91405",14646 Sherman Way,VAN NUYS,"Men, Open"
665,Tuesday,8:00 pm,BIMINI BIG BOOK STUDY," 155 BIMINI PL LOS ANGELES CENTRAL, CA 90004",155 Bimini Pl,LOS ANGELES CENTRAL,Open
666,Tuesday,8:00 pm,WINNER'S CIRCLE," 1645 ARLINGTON AVE TORRANCE, CA 90501",1645 Arlington Ave,TORRANCE,"Open, Wheelchair Access"
667,Tuesday,8:00 pm,STEP STUDY," 1655 BERKELEY AVE POMONA, CA 91768",1655 Berkeley Ave,POMONA,Open
668,Tuesday,8:00 pm,ACCEPTANCE CANDL'T DISCUSION," 16651 RINALDI ST GRANADA HILLS, CA 91344",16651 Rinaldi St,GRANADA HILLS,Open
669,Tuesday,8:00 pm,BEAN BAG PARTICIPATION," 1700 PALOPINTO AVE GLENDORA, CA 91741",1700 Palopinto Ave,GLENDORA,Open
670,Tuesday,8:00 pm,STEP STUDY," 1750 VIRGINIA ROAD SAN MARINO, CA 91108",1750 Virginia Rd,SAN MARINO,"Big Book, Closed, Wheelchair Access"
671,Tuesday,8:00 pm,USR 1 HOUR BOOK STUDY," 18400 SUPERIOR ST NORTHRIDGE, CA 91324",18400 Superior St,NORTHRIDGE,Closed
672,Tuesday,8:00 pm,2 + 2," 1989 WESTWOOD BLVD WEST L A, CA 90025",1989 Westwood Blvd,WEST L A,Open
673,Tuesday,8:00 pm,BIG BOOK COMES ALIVE," 2060 N VERMONT AVE LOS FELIZ, CA 90027",2060 N Vermont Ave,LOS FELIZ,"Big Book, Closed"
674,Tuesday,8:00 pm,STEP STUDY," 2335 DIAMOND BAR BLVD DIAMOND BAR, CA 91765",2335 S Diamond Bar Blvd,DIAMOND BAR,Closed
675,Tuesday,8:00 pm,OPEN ARMS GROUP," 2930 HYPERION AVE SILVERLAKE, CA 90027",2930 Hyperion Ave,SILVERLAKE,"Big Book, Open"
676,Tuesday,8:00 pm,," 3217 WINONA AVE BURBANK, CA 91504",3217 Winona Ave,BURBANK,"Closed, Discussion, Wheelchair Access, Women"
677,Tuesday,8:00 pm,," 3647 WATSEKA AVE PALMS, CA 90034",3647 Watseka Ave,PALMS,"Closed, Men, Wheelchair Access"
678,Tuesday,8:00 pm,ARLINGTON BEGINNERS," 3903 WILSHIRE BLVD KOREATOWN, CA 90010",3903 Wilshire Blvd,KOREATOWN,"Newcomer, Open, Speaker, Wheelchair Access"
679,Tuesday,8:00 pm,HOW IT WORKS BEGINNERS," 4011 DUNSMORE AVE LA CRESCENTA, CA 91214",4011 Dunsmore Ave,LA CRESCENTA,Open
680,Tuesday,8:00 pm,LUNAR FLIGHT," 4427 OVERLAND AVE CULVER CITY, CA 90230",4427 Overland Ave,CULVER CITY,"Big Book, Open"
681,Tuesday,8:00 pm,STUDIO GROUP BEGINNERS," 4427 OVERLAND AVE CULVER CITY, CA 90230",4427 Overland Ave,CULVER CITY,"Discussion, Newcomer, Open"
682,Tuesday,8:00 pm,SPEAKERS," 446 N VARNEY ST BURBANK, CA 91502",446 N Varney St,BURBANK,Open
683,Tuesday,8:00 pm,SOBRIETY HOUR AT ROSE HILL," 4530 MERCURY AVE EAST L A, CA 90032",4530 Mercury Ave,EAST L A,"Big Book, Closed, Discussion, Speaker"
684,Tuesday,8:00 pm,ROXBURY GROUP," 471 S ROXBURY DR BEVERLY HILLS, CA 90212",471 S Roxbury Dr,BEVERLY HILLS,"Discussion, Open, Speaker, Wheelchair Access"
685,Tuesday,8:00 pm,OPEN DOOR," 509 W AVE H-8 LANCASTER, CA 93534",509 W Ave H 8,LANCASTER,"Big Book, Discussion, Newcomer, Open, Speaker, Wheelchair Access, Young People"
686,Tuesday,8:00 pm,ARBOR ROAD SPEAKERS," 5306 ARBOR RD LAKEWOOD, CA 90808",5306 E Arbor Rd,LAKEWOOD,"Open, Wheelchair Access"
687,Tuesday,8:00 pm,YOSEMITE," 5619 MONTE VISTA ST HIGHLAND PARK, CA 90042",5619 Monte Vista St,HIGHLAND PARK,Open
688,Tuesday,8:00 pm,ELECTRIC SOBRIETY," 610 CALIFORNIA AVE VENICE, CA 90291",610 California Ave,VENICE,"Discussion, Open, Speaker"
689,Tuesday,8:00 pm,CREAATIVES," 6333 W 3RD ST FAIRFAX/LA BREA, CA 90036",6333 W 3rd St,FAIRFAX/LA BREA,"Discussion, Open, Speaker, Young People"
690,Tuesday,8:00 pm,SERENITY WITH SOBRIETY B B," 6425 TYRONE AVE VAN NUYS, CA 91401",6425 Tyrone Ave,VAN NUYS,"Big Book, Discussion, Open"
691,Tuesday,8:00 pm,," 6700 W 83RD ST WESTCHESTER, CA 90045",6700 W 83rd St,WESTCHESTER,"Closed, Discussion, Men, Wheelchair Access"
692,Tuesday,8:00 pm,WHITTIER NIGHT SPEAKERS," 6725 FRIENDS AVE WHITTIER, CA 90601",6725 Friends Ave,WHITTIER,"Open, Speaker, Wheelchair Access"
693,Tuesday,8:00 pm,HOLE IN THE GROUND," 6909 S RUGBY HUNTINGTON PARK, CA 90255",6909 Rugby Ave,HUNTINGTON PARK,"Discussion, Open, Wheelchair Access"
694,Tuesday,8:00 pm,," 7136 WINNETKA AVE CANOGA PARK, CA 91306",7136 Winnetka Ave,CANOGA PARK,"Closed, Men"
695,Tuesday,8:00 pm,DEPTH AND WEIGHT GROUP," 8021 E ROSECRANS AVE PARAMOUNT, CA 90723",8021 Rosecrans Ave,PARAMOUNT,"Open, Speaker, Wheelchair Access"
696,Tuesday,8:00 pm,BIG BOOK STUDY," 8728 CORBIN AVE NORTHRIDGE, CA 91324",8728 Corbin Ave,NORTHRIDGE,Open
697,Tuesday,8:15 pm,NEVER HAD A LEGAL DRINK," 1773 GRIFFITH PARK BLVD SILVERLAKE, CA 90026",1773 Griffith Park Blvd,SILVERLAKE,"Discussion, Open, Speaker, Young People"
698,Tuesday,8:30 pm,ALL AGES PARTICIPATION," 123 W WINDSOR RD GLENDALE, CA 91204",123 W Windsor Rd,GLENDALE,"Open, Wheelchair Access"
699,Tuesday,8:30 pm,BIG BOOK STUDY," 12336 PENN ST WHITTIER, CA 90602",12336 Penn St,WHITTIER,"Open, Wheelchair Access, Young People"
700,Tuesday,8:30 pm,SPEAKERS," 15911 E MAIN ST LA PUENTE, CA 91744",15911 Main St,LA PUENTE,"Open, Wheelchair Access"
701,Tuesday,8:30 pm,," 1773 GRIFFITH PARK BLVD SILVERLAKE, CA 90026",1773 Griffith Park Blvd,SILVERLAKE,"Closed, LGBTQ, Men"
702,Tuesday,8:30 pm,SPEAKER QUESTIONS," 1919 N BEACHWOOD DR HOLLYWOOD, CA 90068",1919 N Beachwood Dr,HOLLYWOOD,"LGBTQ, Open"
703,Tuesday,8:30 pm,RAFTERS CANDLELIGHT DISCUSION," 24307 RAILROAD AVE NEWHALL, CA 91321",24307 Railroad Ave,NEWHALL,Closed
704,Tuesday,8:30 pm,IRREGULARS," 2518 W BEVERLY BLVD MONTEBELLO, CA 90640",2518 W Beverly Blvd,MONTEBELLO,"Open, Wheelchair Access"
705,Tuesday,8:30 pm,OUT OF THE BLUE," 4165 E LIVE OAK ARCADIA, CA 91006",4165 Live Oak Ave,ARCADIA,Open
706,Tuesday,8:30 pm,LET'S TALK STEP STUDY," 424 E COMPTON BLVD COMPTON, CA 90221",424 E Compton Blvd,COMPTON,Open
707,Tuesday,8:30 pm,RUSSIAN SPEAKING BB STUDY," 626 N ROBERTSON BL WEST HOLLYWOOD, CA 90069",626 N Robertson Blvd,WEST HOLLYWOOD,Open
